Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,Comment
153,Lynch-Bl,147.375000,+,0.600000,TSQL,79.7,79.7,23,NN,23,Tone->Tone,FM,"KY S06 | Sys, AllStar+EchoLink | https://tinyurl.com/23bbnhsm"
154,SalyersV,146.625000,-,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S06 | Sys, EchoLink | https://tinyurl.com/2yxha4a9"
155,Albemarl,444.900000,+,5.000000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide, Nets | https://tinyurl.com/22uej3xf"
156,BurnsVll,145.190000,-,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S06 | Link, EchoLink, Wide, Nets | https://tinyurl.com/y4wc6oof | WCARS: N2GE Clingmans Pk / Mt Mitchell site (Yancey)"
157,Carthage,444.200000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, AllStar, Nets | https://tinyurl.com/2bgow3xt"
158,Concord-,444.775000,+,5.000000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide | https://tinyurl.com/28jf6obw"
159,Mamie-Po,146.940000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, EchoLink | https://tinyurl.com/2yuvgzc7"
160,NewBern-,442.075000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,NC S06 | Sys | https://tinyurl.com/2bcv3lhk
161,Williams,145.410000,-,0.600000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide | https://tinyurl.com/22qkj6ll"
162,Seabrook,145.410000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,SC S06 | Sys | https://tinyurl.com/25n6tsvp
163,Bedford-,147.105000,+,0.600000,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,"VA S06 | Link, Wide | https://tinyurl.com/2dbg3h9e"
164,Williams,146.760000,-,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"VA S06 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2doecstr"
165,Dallas-R,146.895000,+,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"GA S06 | Sys, EchoLink, Nets | https://tinyurl.com/2a7ykutz"
166,DownersG,145.430000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"IL S06 | Link, Wide, Nets | https://tinyurl.com/2c7whc3x"
167,Pikevill,145.150000,-,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S06 | Sys, AllStar+EchoLink | https://tinyurl.com/2an5lo6q"
168,Bolivia-,147.315000,+,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"NC S06 | Link, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/2bvrpd9v"
169,Hertford,147.330000,+,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide | https://tinyurl.com/24ug39g5"
170,Raleigh-,146.880000,-,0.600000,TSQL,82.5,82.5,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide | https://tinyurl.com/2yhtxk2e"
171,RobbinsV,147.045000,-,0.600000,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,"NC S06 | Link, EchoLink, Wide, Nets | https://tinyurl.com/278k7lnt"
172,Wilmingt,444.500000,+,5.000000,Tone,67.0,88.5,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, AllStar, Nets | https://tinyurl.com/2yasqhyx"
173,Florence,147.195000,+,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"SC S06 | Sys, EchoLink | https://tinyurl.com/2cunuw3h"
174,Gray-W4Y,442.500000,+,5.000000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"TN S06 | Sys, AllStar | https://tinyurl.com/258g5beo"
175,Bedford-,146.685000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S06 | Wide, Nets | https://tinyurl.com/268pzkas"
176,Hillsvil,146.775000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"VA S06 | Link, EchoLink, Wide, Nets | https://tinyurl.com/237kfjwj"
177,SouthHil,147.000000,+,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"VA S06 | Sys, EchoLink | https://tinyurl.com/2amqclox"
178,SouthHil,443.525000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"VA S06 | Sys, EchoLink | https://tinyurl.com/26s2rpsv"
179,Rome-MtA,146.940000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"GA S06 | Link, EchoLink, Wide, Nets | https://tinyurl.com/2ybzsxxp"
180,SandersV,145.270000,-,0.600000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,GA S06 | Sys | https://tinyurl.com/2bcjwaq5
181,WarmSpgs,145.190000,-,0.600000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,"GA S06 | Sys, Wide | https://tinyurl.com/23z53m4s"
182,WarnerRo,146.670000,-,0.600000,TSQL,82.5,82.5,23,NN,23,Tone->Tone,FM,"GA S06 | Sys, AllStar+EchoLink | https://tinyurl.com/2cxj9rjt"
183,WarnerRo,443.150000,+,5.000000,TSQL,82.5,82.5,23,NN,23,Tone->Tone,FM,"GA S06 | Sys, AllStar+EchoLink | https://tinyurl.com/22d9hkd9"
184,Decatur-,443.800000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"IL S06 | Sys, Wide | https://tinyurl.com/24wmurn9"
185,Normal-W,442.700000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"IL S06 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2b2n3g8k"
186,Lynch-Bl,442.350000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"KY S06 | Sys, AllStar, Nets | https://tinyurl.com/2yw3akyg"
187,PaintsVl,441.525000,+,5.000000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S06 | Sys, AllStar | https://tinyurl.com/23p529u9"
188,Aulander,441.950000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide | https://tinyurl.com/2cr8x8q2"
189,Charlott,442.725000,+,5.000000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide | https://tinyurl.com/2daqeceq"
190,Engelhar,146.715000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide | https://tinyurl.com/2cfmft6g"
191,RobbinsV,145.110000,-,0.600000,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,"NC S06 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/22ld5f3o"
192,Sparta-G,145.430000,-,0.600000,TSQL,82.5,82.5,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide | https://tinyurl.com/ybq8ot7f"
193,Lancaste,147.030000,+,0.600000,Tone,71.9,88.5,23,NN,23,Tone->Tone,FM,"OH S06 | Link, EchoLink, Wide | https://tinyurl.com/2b9fdjyf"
194,Owensvil,147.345000,+,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"OH S06 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/27pfhw2h"
195,BeechIsl,443.125000,+,5.000000,Tone,91.5,88.5,23,NN,23,Tone->Tone,FM,"SC S06 | Sys, Nets | https://tinyurl.com/2bqpl8wo"
196,Charlest,146.760000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"SC S06 | Sys, Nets | https://tinyurl.com/2cjmlzmy"
197,Mullins-,145.470000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"SC S06 | Sys, EchoLink | https://tinyurl.com/24oqlyv8"
198,York-W4P,443.375000,+,5.000000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,"SC S06 | Sys, Wide | https://tinyurl.com/29bankmk"
199,Brownsvi,444.525000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"TN S06 | Sys, Wide | https://tinyurl.com/2ajl882f"
200,Cumberla,442.850000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"TN S06 | Sys, AllStar+EchoLink | https://tinyurl.com/23ueze6u"
201,Gatlinbu,147.195000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"TN S06 | Link, AllStar+EchoLink | https://tinyurl.com/2bmevsqf"
202,Waynesbo,443.950000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,TN S06 | Sys | https://tinyurl.com/2393axh9
203,Banco-Fo,443.250000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"VA S06 | Sys, Wide | https://tinyurl.com/2b6n2q3c"
204,Bluefiel,443.775000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,VA S06 | Sys | https://tinyurl.com/28s64b3n
205,FancyGap,146.970000,-,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"VA S06 | Sys, AllStar+EchoLink | https://tinyurl.com/28hkwe7h"
206,NewportN,145.410000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S06 | Sys, Wide | https://tinyurl.com/thdaqf8"
207,Roanoke-,145.390000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"VA S06 | Link, AllStar, Wide | https://tinyurl.com/2a7sx7s3"
208,Acree-Ra,146.820000,-,0.600000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,GA S05 | Sys | https://tinyurl.com/22tola8l
209,Bolingbr,146.835000,-,0.600000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,GA S05 | Sys | https://tinyurl.com/2dp9rkg5
210,Wrens-W4,147.120000,+,0.600000,Tone,71.9,88.5,23,NN,23,Tone->Tone,FM,GA S05 | Sys | https://tinyurl.com/29jjpmvm
211,MtCarmel,442.150000,+,5.000000,TSQL,203.5,203.5,23,NN,23,Tone->Tone,FM,IL S05 | Sys | https://tinyurl.com/2des97cx
212,Morocco-,145.330000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"IN S05 | Link, Wide | https://tinyurl.com/244kkrau"
213,NoblesVl,145.170000,-,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"IN S05 | Link, Wide | https://tinyurl.com/2dgb7oa2"
214,NoblesVl,443.550000,+,5.000000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"IN S05 | Link, Wide | https://tinyurl.com/2ybyg4yh"
215,RussiaVl,442.525000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,IN S05 | Sys | https://tinyurl.com/26az7ktp
216,Agnes-La,145.450000,-,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"KY S05 | Link, AllStar+EchoLink | https://tinyurl.com/266qyxcw"
217,Crestwoo,147.390000,+,0.600000,Tone,151.4,88.5,23,NN,23,Tone->Tone,FM,"KY S05 | Wide, Nets | https://tinyurl.com/24a2jgez"
218,Elkton-J,146.700000,-,0.600000,DTCS,88.5,88.5,115,NN,115,Tone->Tone,FM,"KY S05 | Link, AllStar+EchoLink | https://tinyurl.com/2cmqu8gy"
219,Liberty-,146.790000,-,0.600000,TSQL,79.7,79.7,23,NN,23,Tone->Tone,FM,"KY S05 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/228bqlwf"
220,Somerset,146.880000,-,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"KY S05 | Link, AllStar+EchoLink, Nets | https://tinyurl.com/2d7lbaun | LCARA AC4DM Somerset-88 / AllStar 552850 + EchoLink / remote-RX tones 179.9 Downtown 136.5 MtVictory 110.9 Wayne"
221,King-Sau,145.470000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S05 | Link, EchoLink, Wide, Nets | https://tinyurl.com/29cw3hrf"
222,RoanokeR,146.745000,-,0.600000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"NC S05 | Link, Wide | https://tinyurl.com/24sy6fwt"
223,Archbold,145.410000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"OH S05 | Link, Wide | https://tinyurl.com/2bfp6epj"
224,SouthPoi,146.715000,-,0.600000,Tone,103.5,88.5,23,NN,23,Tone->Tone,FM,"OH S05 | Link, AllStar+EchoLink, Nets | https://tinyurl.com/23wnwmt6"
225,Thompson,443.337500,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"OH S05 | Link, EchoLink, Wide | https://tinyurl.com/2yyn47on"
226,Florence,146.685000,-,0.600000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,"SC S05 | Sys, Nets | https://tinyurl.com/28z6ktw2"
227,Florence,441.575000,+,5.000000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,"SC S05 | Sys, Nets | https://tinyurl.com/26snfu3a"
228,SevierVl,443.225000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,TN S05 | Sys | https://tinyurl.com/2c2u8ts6
229,Montezum,146.640000,-,0.600000,Tone,97.4,88.5,23,NN,23,Tone->Tone,FM,GA S05 | Sys | https://tinyurl.com/24o2rzbt
230,Moultrie,146.790000,-,0.600000,Tone,141.3,88.5,23,NN,23,Tone->Tone,FM,GA S05 | Sys | https://tinyurl.com/29hck6lu
231,Ringgold,443.525000,+,5.000000,Tone,146.2,88.5,23,NN,23,Tone->Tone,FM,"GA S05 | Sys, AllStar | https://tinyurl.com/24fucgpd"
232,Galvesto,146.955000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,IN S05 | Sys | https://tinyurl.com/2ypmw3n9
233,Berea-Bi,146.715000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"KY S05 | Wide, Nets | https://tinyurl.com/247a2zcu"
234,PineVll-,146.835000,+,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"KY S05 | Link, AllStar+EchoLink | https://tinyurl.com/2699n5la"
235,Aurora-N,145.270000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,NC S05 | Sys | https://tinyurl.com/29u8df8x
236,Bath-K4B,146.955000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S05 | Sys, Wide | https://tinyurl.com/23yr4nru"
237,Dallas-W,145.350000,-,0.600000,TSQL,82.5,82.5,23,NN,23,Tone->Tone,FM,"NC S05 | Wide, Nets | https://tinyurl.com/22brgsyu"
238,Stacy-KD,444.000000,+,5.000000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,NC S05 | Sys | https://tinyurl.com/23k74hp7
239,Wingate-,443.950000,+,5.000000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"NC S05 | Sys, Wide | https://tinyurl.com/2c7soep5"
240,Kenton-W,146.625000,-,0.600000,Tone,85.4,88.5,23,NN,23,Tone->Tone,FM,"OH S05 | Link, Wide | https://tinyurl.com/24cfsgkk"
241,Lima-WB8,146.670000,-,0.600000,Cross,88.5,118.8,23,NN,23,->Tone,FM,"OH S05 | Link, EchoLink, Wide | https://tinyurl.com/22kukqxh"
242,Toledo-D,442.550000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"OH S05 | Sys, Wide | https://tinyurl.com/256gpwhe"
243,WhiteHal,146.910000,-,0.600000,Tone,156.7,88.5,23,NN,23,Tone->Tone,FM,SC S05 | Sys | https://tinyurl.com/273zz3s6
244,Jefferso,443.725000,+,5.000000,,88.5,88.5,23,NN,23,Tone->Tone,FM,TN S05 | Sys | https://tinyurl.com/25hagza7
245,Milan-KA,442.675000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,TN S05 | Sys | https://tinyurl.com/2d7gb9l6
246,Tullahom,443.950000,+,5.000000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,TN S05 | Sys | https://tinyurl.com/28jszrd2
247,Abingdon,145.210000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,VA S05 | Sys | https://tinyurl.com/23kpk2uf
248,Antioch-,447.775000,-,5.000000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,"VA S05 | Sys, Wide | https://tinyurl.com/245ymnk8"
249,Covingto,444.375000,+,5.000000,DTCS,88.5,88.5,712,NN,712,Tone->Tone,FM,"VA S05 | Sys, Wide | https://tinyurl.com/2d65527d"
250,Pearisbu,443.875000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S05 | Sys, Wide | https://tinyurl.com/2ykd8f5l"
251,SthBosto,147.060000,-,0.600000,Tone,82.5,88.5,23,NN,23,Tone->Tone,FM,VA S05 | Sys | https://tinyurl.com/26wddp7j
252,Tazewell,147.105000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,VA S05 | Sys | https://tinyurl.com/26zrlbn9
253,Concord-,145.390000,-,0.600000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,"GA S05 | Sys, AllStar | https://tinyurl.com/22wwksna"
254,Douglas-,147.165000,+,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"GA S05 | Link, Wide | https://tinyurl.com/26k7yemd"
255,GainesVl,146.670000,-,0.600000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"GA S05 | Wide, Nets | https://tinyurl.com/25klw8zb"
256,Griffin-,443.600000,+,5.000000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,"GA S05 | Sys, EchoLink | https://tinyurl.com/24zqsopm"
257,SthPorts,147.330000,+,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"KY S05 | Wide, Nets | https://tinyurl.com/27kvd2dt"
258,Auburn-A,147.270000,+,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"NC S05 | Link, EchoLink, Wide, Nets | https://tinyurl.com/29zhjxc8"
259,WinstonS,444.000000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"NC S05 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2yppdj4s"
260,Maplewoo,146.835000,-,0.600000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,"OH S05 | Link, Wide | https://tinyurl.com/27hjqt5c"
261,Florence,442.050000,+,5.000000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"SC S05 | Sys, EchoLink | https://tinyurl.com/2ajhjlm7"
262,JohnsonC,443.950000,+,5.000000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"TN S05 | Sys, AllStar | https://tinyurl.com/2dqzezz8"
263,Stanton-,442.250000,+,5.000000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,TN S05 | Sys | https://tinyurl.com/2yjedbur
264,KingGeor,146.745000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"VA S05 | Sys, Nets | https://tinyurl.com/27kvaxgv"
265,Hiawasse,146.865000,+,0.600000,Tone,151.4,88.5,23,NN,23,Tone->Tone,FM,"GA S05 | Wide, Nets | https://tinyurl.com/2dcx9854"
266,Jasper-M,443.562500,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"GA S05 | Sys, Nets | https://tinyurl.com/27fh662u"
267,Rome-MtA,443.200000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"GA S05 | Sys, Nets | https://tinyurl.com/23vh39d7"
268,Toccoa-T,145.250000,-,0.600000,Tone,71.9,88.5,23,NN,23,Tone->Tone,FM,"GA S05 | Link, EchoLink, Wide, Nets | https://tinyurl.com/26eytp26"
269,Valdosta,145.230000,-,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,GA S05 | Sys | https://tinyurl.com/23yjmzg4
270,Woodbury,443.800000,+,5.000000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,"GA S05 | Sys, AllStar | https://tinyurl.com/2yczpt9l"
271,AltoPass,146.850000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"IL S05 | Link, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/2ag5esmk"
272,Athens-W,147.045000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S05 | Wide | https://tinyurl.com/26bvaphf
273,Blooming,146.640000,-,0.600000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,IL S05 | Wide | https://tinyurl.com/27evjgj9
274,Champaig,146.760000,-,0.600000,TSQL,162.2,162.2,23,NN,23,Tone->Tone,FM,"IL S05 | Link, EchoLink, Wide | https://tinyurl.com/27tahx3h"
275,Inglesid,147.240000,+,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,IL S05 | Sys | https://tinyurl.com/2auq9t92
276,Princeto,444.925000,+,5.000000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"IL S05 | Wide, Nets | https://tinyurl.com/27sc6u4s"
277,Jasper-K,147.195000,+,0.600000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,"IN S05 | Wide, Nets | https://tinyurl.com/2yhh9pdy"
278,Muncie-K,444.350000,+,5.000000,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,"IN S05 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2xpbapxc"
279,Dorton-A,147.045000,+,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S05 | Sys, EchoLink | https://tinyurl.com/2beqm235"
280,Martin-A,145.190000,-,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S05 | Sys, EchoLink | https://tinyurl.com/2xt2hz98"
281,Prestons,145.310000,-,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S05 | Sys, EchoLink | https://tinyurl.com/23zjt7rc"
282,Stanton-,146.970000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"KY S05 | Sys, AllStar | https://tinyurl.com/2c4acoyk"
283,Wellingt,444.800000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"KY S05 | Link, EchoLink, Wide | https://tinyurl.com/27edtnfe"
284,Burgaw-N,147.375000,+,0.600000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S05 | Link, EchoLink, Wide | https://tinyurl.com/2yv6toox"
285,Durham-W,145.370000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"NC S05 | Sys, EchoLink | https://tinyurl.com/23vzjgaz"
286,Gastonia,145.450000,-,0.600000,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,"NC S05 | Link, Wide | https://tinyurl.com/2bjs35kt"
287,Goldsbor,443.000000,+,5.000000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S05 | Link, EchoLink, Wide | https://tinyurl.com/23rdwfdc"
288,GreenVll,444.725000,+,5.000000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,"NC S05 | Sys, Wide | https://tinyurl.com/22z3s4bh"
289,Kinston-,442.000000,+,5.000000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,NC S05 | Sys | https://tinyurl.com/29y22rqg
290,Oriental,147.210000,+,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S05 | Link, EchoLink, Wide | https://tinyurl.com/2cvlxg2y"
291,Williams,444.250000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,NC S05 | Sys | https://tinyurl.com/2yuql2hz
292,Belpre-W,146.970000,-,0.600000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,"OH S05 | Link, EchoLink, Wide, Nets | https://tinyurl.com/275mbjmt"
293,Columbus,145.110000,-,0.600000,Tone,67.0,88.5,23,NN,23,Tone->Tone,FM,"OH S05 | Link, EchoLink, Nets | https://tinyurl.com/2683utcr"
294,HuberHgh,442.950000,+,5.000000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"OH S05 | Link, EchoLink, Wide | https://tinyurl.com/26wpk3ef"
295,Johnstow,147.090000,+,0.600000,TSQL,94.8,94.8,23,NN,23,Tone->Tone,FM,OH S05 | Sys | https://tinyurl.com/2ylazvdl
296,Lancaste,146.700000,-,0.600000,Tone,94.8,88.5,23,NN,23,Tone->Tone,FM,"OH S05 | Link, EchoLink, Wide | https://tinyurl.com/2d43apry"
297,Marietta,443.050000,+,5.000000,Tone,186.2,88.5,23,NN,23,Tone->Tone,FM,"OH S05 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/29gm9c87"
298,Middleto,146.610000,-,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"OH S05 | Link, EchoLink, Wide | https://tinyurl.com/2yaoazum"
299,Toledo-N,444.950000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"OH S05 | Link, EchoLink, Wide | https://tinyurl.com/2932zeqb"
300,Aynor-WR,441.675000,+,5.000000,Tone,162.2,88.5,23,NN,23,Tone->Tone,FM,"SC S05 | Sys, Nets | https://tinyurl.com/26oexdbf"
301,Barnwell,442.000000,+,5.000000,Tone,91.5,88.5,23,NN,23,Tone->Tone,FM,"SC S05 | Sys, Nets | https://tinyurl.com/254fsbyj"
302,Charlest,147.105000,+,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"SC S05 | Sys, Nets | https://tinyurl.com/2yaychnj"
303,Charlest,441.575000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"SC S05 | Sys, Nets | https://tinyurl.com/2abjsu98"
304,Columbia,146.715000,-,0.600000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,"SC S05 | Sys, Nets | https://tinyurl.com/28qbe2d9"
305,KnightsV,146.940000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,SC S05 | Sys | https://tinyurl.com/2xnvrmcx
306,Spartanb,147.090000,+,0.600000,TSQL,162.2,162.2,23,NN,23,Tone->Tone,FM,SC S05 | Sys | https://tinyurl.com/24v2hoqb
307,WhiteHal,146.715000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"SC S05 | Sys, Nets | https://tinyurl.com/28kbc5bg"
308,Athens-K,442.275000,+,5.000000,Tone,141.3,88.5,23,NN,23,Tone->Tone,FM,"TN S05 | Link, Wide | https://tinyurl.com/2br87p8t"
309,CHA-Sign,144.920000,+,2.500000,DTCS,88.5,88.5,73,NN,73,Tone->Tone,FM,"TN S05 | Link, AllStar+EchoLink | https://tinyurl.com/2au9ymjo"
310,CHA-Sign,442.425000,+,5.000000,TSQL,94.8,94.8,23,NN,23,Tone->Tone,FM,"TN S05 | Link, AllStar, Wide | https://tinyurl.com/2cwzkz87"
311,Clevelan,146.925000,-,0.600000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"TN S05 | Link, AllStar, Wide | https://tinyurl.com/2yy9qoca"
312,Crossvil,147.345000,+,0.600000,Tone,118.8,88.5,23,NN,23,Tone->Tone,FM,"TN S05 | Link, AllStar | https://tinyurl.com/25agfnex"
313,Crossvil,443.875000,+,5.000000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,TN S05 | Sys | https://tinyurl.com/2b7mb3l8
