Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,Comment
768,London-K,442.900000,+,5.000000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/2dc27o2n
769,Morganto,146.655000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/22f3kzm3 | KY Colonels list: W4WSM Morgantown
770,OwingsVl,147.075000,+,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"KY S03 | Link, EchoLink, Wide | https://tinyurl.com/23rjhgwy"
771,Rosine-K,145.270000,-,0.600000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/2483jtpr
772,TaylorMi,146.790000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/2cvjunxw
773,Uniontow,145.290000,-,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,KY S03 | Nets | https://tinyurl.com/232a9tvv
774,Ammon-Bl,145.250000,-,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/25duz368
775,Burgaw-N,442.025000,+,5.000000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/248f9rc8
776,Charlott,442.650000,+,5.000000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S03 | Link, EchoLink, Wide | https://tinyurl.com/2c6uq6w3"
777,Clinton-,443.075000,+,5.000000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/25hr6wlv
778,Clinton-,146.790000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/23j635tz
779,FayetteV,146.910000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"NC S03 | Wide, Nets | https://tinyurl.com/29ujtpmd"
780,Gastonia,442.700000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"NC S03 | Link, EchoLink, Nets | https://tinyurl.com/24ux62lk"
781,Gastonia,442.775000,+,5.000000,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/26y9w36q
782,Gastonia,145.230000,-,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"NC S03 | Link, EchoLink, Wide | https://tinyurl.com/2bkdlu3h"
783,Hillsbor,442.075000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"NC S03 | Link, AllStar, Wide | https://tinyurl.com/2yesz23h"
784,King-Sau,146.790000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2cjn3k5y
785,Lansing-,444.300000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"NC S03 | Link, EchoLink | https://tinyurl.com/22xch5wf"
786,Louisbur,146.805000,-,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/29wvnf32
787,Lumberto,444.575000,+,5.000000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2497vfbu
788,Morganto,147.150000,+,0.600000,TSQL,94.8,94.8,23,NN,23,Tone->Tone,FM,"NC S03 | Link, EchoLink, Nets | https://tinyurl.com/292rt6ax"
789,Raleigh-,442.950000,+,5.000000,TSQL,94.8,94.8,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2cgq5pn8
790,RobbinsV,442.375000,+,5.000000,Tone,103.5,88.5,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2asfyelq
791,Attica-N,443.675000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,OH S03 | Link | https://tinyurl.com/24spm46q
792,Columbus,444.200000,+,5.000000,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/2y62msj5"
793,Columbus,146.970000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/24qsm6xt"
794,Dayton-N,443.600000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/237bx2l7"
795,EstCLE-C,442.287500,+,5.000000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, EchoLink | https://tinyurl.com/255wwjqs"
796,Fairfiel,146.700000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/296kus2k"
797,Gallipol,147.060000,+,0.600000,Tone,74.4,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/243bbol9"
798,Hamilton,146.970000,-,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/28ub4xr3"
799,Ironton-,444.625000,+,5.000000,Tone,103.5,88.5,23,NN,23,Tone->Tone,FM,OH S03 | Link | https://tinyurl.com/236gjzc9
800,Lexingto,147.015000,+,0.600000,Tone,71.9,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/29hjzntx"
801,Lima-K8T,147.030000,+,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/2xo4wash"
802,Logan-K8,147.345000,+,0.600000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,OH S03 | Link | https://tinyurl.com/27ck4eqw
803,LoudonVl,146.745000,-,0.600000,Tone,71.9,88.5,23,NN,23,Tone->Tone,FM,OH S03 | Link | https://tinyurl.com/2bqhl2dp
804,Loveland,443.800000,+,5.000000,Tone,67.0,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, AllStar+EchoLink | https://tinyurl.com/2bvhagp5"
805,Marietta,443.850000,+,5.000000,TSQL,186.2,186.2,23,NN,23,Tone->Tone,FM,"OH S03 | Link, AllStar | https://tinyurl.com/2bvvfbrl"
806,Marysvil,145.350000,-,0.600000,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,"OH S03 | Link, EchoLink | https://tinyurl.com/28szamaj"
807,Mogadore,444.487500,+,5.000000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, EchoLink | https://tinyurl.com/28kfvoqn"
808,Oregon-N,443.300000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/24ma4jow"
809,Parma-K8,146.820000,-,0.600000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"OH S03 | Link, AllStar+EchoLink | https://tinyurl.com/224qbhe9"
810,Parma-KB,145.410000,-,0.600000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, EchoLink | https://tinyurl.com/2a99bdhe"
811,Parma-KB,442.225000,+,5.000000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, EchoLink | https://tinyurl.com/24mnd8ve"
812,Pomeroy-,443.700000,+,5.000000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/2azsltoh"
813,Richfiel,442.550000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/2dlcddgr"
814,Salem-KA,444.675000,+,5.000000,Tone,156.7,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/28qjzcck"
815,Salem-KB,147.285000,+,0.600000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,OH S03 | Link | https://tinyurl.com/2ysa459q
816,Salem-WD,147.375000,+,0.600000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,OH S03 | Link | https://tinyurl.com/2ch3gzrm
817,Toledo-K,444.650000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/25d9yflj"
818,Clemson-,145.450000,-,0.600000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,SC S03 | Link | https://tinyurl.com/2ddahm35
819,Clemson-,444.625000,+,5.000000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,SC S03 | Link | https://tinyurl.com/26pzqpfx
820,Conway-W,145.110000,-,0.600000,TSQL,85.4,85.4,23,NN,23,Tone->Tone,FM,"SC S03 | Link, EchoLink, Wide | https://tinyurl.com/28j5fal5"
821,Gaffney-,147.135000,+,0.600000,TSQL,162.2,162.2,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/2cwxchaw
822,Gville-C,146.610000,-,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"SC S03 | Link, EchoLink, Wide | https://tinyurl.com/29jnfdy3"
823,LittleMt,443.875000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S03 | Link, AllStar+EchoLink | https://tinyurl.com/2cv5wx2y"
824,RockHill,147.225000,+,0.600000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"SC S03 | Link, AllStar, Wide | https://tinyurl.com/2cdlnfo7"
825,SaintMat,442.775000,+,5.000000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,"SC S03 | Link, AllStar, Wide | https://tinyurl.com/2decxkdb"
826,Sumter-W,147.015000,+,0.600000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/2cfuskgq
827,Vance-KJ,146.805000,-,0.600000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/2a6cf5ob
828,Bethpage,443.750000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2bx7hj2r
829,Clevelan,442.925000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2ajbvsrl
830,Colleged,444.900000,+,5.000000,TSQL,94.8,94.8,23,NN,23,Tone->Tone,FM,"TN S03 | Link, AllStar, Wide | https://tinyurl.com/2aw9jb9p"
831,CollierV,444.125000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/24vnstq6
832,CollierV,443.100000,+,5.000000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,"TN S03 | Link, AllStar+EchoLink | https://tinyurl.com/2xr7r9zr"
833,Georgeto,442.025000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2a3wejt8
834,GreeneVl,144.920000,+,2.500000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/28rya9ee
835,GreeneVl,145.150000,-,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/29x8ekhf
836,GreeneVl,444.675000,+,5.000000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/273ancry
837,Harriman,147.120000,+,0.600000,TSQL,82.5,82.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/25jk39ha
838,Harriman,442.200000,+,5.000000,,88.5,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2dou23et
839,Jamestow,147.090000,+,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2d83mcst
840,Knox-Bea,444.175000,+,5.000000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"TN S03 | Link, EchoLink, Wide | https://tinyurl.com/2apbj6eu"
841,Knox-Sha,443.250000,+,5.000000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2cp6u4pd
842,Morristo,147.030000,+,0.600000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2bjgn9y4
843,SthPitts,147.150000,+,0.600000,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,"TN S03 | Link, EchoLink | https://tinyurl.com/2xzywp8v"
844,TopOfWor,444.950000,+,5.000000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/24xgqaut
845,TopOfWor,442.250000,+,5.000000,Tone,118.8,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/26qpgc6o
846,Bluemont,147.300000,+,0.600000,Tone,146.2,88.5,23,NN,23,Tone->Tone,FM,VA S03 | Link | https://tinyurl.com/29zdnqqw
847,Christia,147.075000,+,0.600000,DTCS,88.5,88.5,712,NN,712,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/259mwyjr
848,Eastvill,147.345000,+,0.600000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/27zr7l9q
849,FancyGap,442.575000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/286zjz68
850,FancyGap,145.330000,-,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/237zn87h
851,Frederic,442.575000,+,5.000000,TSQL,79.7,79.7,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2cuk37jo
852,Louisa-M,145.330000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"VA S03 | Wide, Nets | https://tinyurl.com/24ajynz8"
853,MartinsV,147.120000,+,0.600000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2bhtm8ry
854,MartinsV,147.285000,+,0.600000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2yzb5oea
855,MaxMeado,442.525000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/27lzdrxt
856,Roanoke-,145.410000,-,0.600000,Tone,103.5,88.5,23,NN,23,Tone->Tone,FM,"VA S03 | Link, Wide | https://tinyurl.com/22fg3fr5"
857,Waynesbo,145.290000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/29j6j9yk
